symbol,strategy,entry_time,direction,trend,btc_regime,regime,entry,stop_loss,tp1,tp2,rr,actual_rr,rsi,rsi_dir,ema_spread_pct,atr_pct,pb_candles,entry_body_pct,ema21_dist_pct,entry_delay_1h,size_multiplier,risk_usd,position_size,outcome,exit_price,exit_reason,candles_held,pnl
SUI/USDT,S5,2025-01-04 08:00,LONG,range,n/a,TRANSITIONAL,5.0401,4.767136,5.586028,6.131956,2.0,-1.0,74.1,,20.34,2.92,,,,0,1.5,75.0,274.7615,sl,4.767136,stop_loss,87,-75.0
ENA/USDT,S5,2025-01-04 16:00,LONG,range,n/a,TRANSITIONAL,1.2636,1.150287,1.490226,1.716852,2.0,-1.0,74.6,,35.5,3.82,,,,0,1.5,75.0,661.8835,sl,1.150287,stop_loss,58,-75.0
DOGE/USDT,S5,2025-01-09 08:00,SHORT,range,n/a,TRANSITIONAL,0.33176,0.359556,0.276168,0.220576,2.0,-1.0,31.9,,16.11,3.62,,,,0,1.5,45.0,1618.938,sl,0.359556,stop_loss,130,-45.0
GMT/USDT,S5,2025-01-09 08:00,SHORT,range,n/a,TRENDING,0.1385,0.148469,0.118562,0.098624,2.0,2.19,28.8,,16.89,3.85,,,,0,1.5,45.0,4513.9934,tp1+timeout,0.1167,timeout,240,94.2
TRX/USDT,S5,2025-01-13 12:00,SHORT,range,n/a,TRENDING,0.2169,0.239264,0.172172,0.127444,2.0,-1.0,13.6,,3.98,1.81,,,,0,0.25,7.5,335.3604,sl,0.239264,stop_loss,72,-7.5
TON/USDT,S5,2025-01-13 12:00,SHORT,range,n/a,TRANSITIONAL,5.003,5.277123,4.454754,3.906508,2.0,-1.0,24.7,,6.13,2.12,,,,0,0.5,15.0,54.72,sl,5.277123,stop_loss,8,-15.0
LINK/USDT,S5,2025-01-13 20:00,SHORT,range,n/a,TRANSITIONAL,18.48,19.435238,16.569524,14.659048,2.0,-1.0,33.8,,10.35,3.52,,,,0,1.5,45.0,47.1087,sl,19.435238,stop_loss,2,-45.0
XRP/USDT,S5,2025-01-16 00:00,LONG,range,n/a,TRENDING,3.1429,2.649794,4.129112,5.115324,2.0,-0.04,77.6,,15.09,3.88,,,,0,1.5,45.0,91.2583,timeout,3.1208,timeout,240,-2.02
DOT/USDT,S5,2025-01-16 00:00,LONG,range,n/a,TRANSITIONAL,7.165,6.767518,7.959964,8.754928,2.0,-1.0,66.4,,13.19,3.03,,,,0,1.5,45.0,113.2127,sl,6.767518,stop_loss,79,-45.0
HBAR/USDT,S5,2025-01-16 00:00,LONG,range,n/a,TRANSITIONAL,0.32243,0.301584,0.364122,0.405814,2.0,1.62,65.7,,20.06,4.11,,,,0,1.5,26.25,1259.2344,tp1+trail,0.356123,trail_stop,14,47.46
SOL/USDT,S5,2025-01-16 08:00,LONG,range,n/a,TRANSITIONAL,203.14,199.028676,211.362648,219.585296,2.0,-1.0,66.1,,15.3,2.3,,,,0,0.5,15.0,3.6485,sl,199.028676,stop_loss,1,-15.0
AVAX/USDT,S5,2025-01-16 08:00,LONG,range,n/a,TRANSITIONAL,39.32,38.07392,41.81216,44.30432,2.0,0.69,63.9,,14.82,2.78,,,,0,0.5,15.0,12.0378,tp1+trail,40.17392,trail_stop,45,20.14
AAVE/USDT,S5,2025-01-16 08:00,LONG,range,n/a,TRANSITIONAL,312.82,304.009298,330.441404,348.062808,2.0,2.02,59.8,,16.53,3.61,,,,0,1.5,45.0,5.1074,tp1+trail,330.628596,trail_stop,43,90.48
PEPE/USDT,S5,2025-01-16 08:00,LONG,range,n/a,TRANSITIONAL,1.9e-05,1.8e-05,2e-05,2.1e-05,2.17,-1.0,60.0,,14.25,3.37,,,,0,1.5,75.0,75000000.0,sl,1.8e-05,stop_loss,6,-75.0
BTC/USDT,S5,2025-01-16 20:00,LONG,range,n/a,TRANSITIONAL,100417.2,96594.026379,108063.547242,115709.894484,2.0,1.79,67.4,,9.15,1.48,,,,0,0.25,7.5,0.002,tp1+trail,107276.679137,trail_stop,83,14.51
LINK/USDT,S5,2025-01-17 04:00,LONG,range,n/a,TRANSITIONAL,23.54,22.412659,25.794682,28.049364,2.0,-1.0,69.2,,26.1,3.21,,,,0,1.5,45.0,39.9169,sl,22.412659,stop_loss,53,-45.0
HBAR/USDT,S5,2025-01-17 04:00,LONG,range,n/a,TRENDING,0.38545,0.349063,0.458224,0.530998,2.0,-1.0,75.0,,39.9,4.98,,,,0,1.5,45.0,1236.7054,sl,0.349063,stop_loss,25,-45.0
SUI/USDT,S5,2025-01-17 12:00,LONG,range,n/a,TRANSITIONAL,4.9037,4.618522,5.474056,6.044412,2.0,-1.0,56.5,,10.5,3.82,,,,0,1.5,26.25,92.0478,sl,4.618522,stop_loss,22,-26.25
LTC/USDT,S5,2025-01-25 16:00,LONG,range,n/a,TRANSITIONAL,128.04,118.193932,147.732136,167.424272,2.0,-1.0,63.5,,9.39,3.46,,,,0,1.5,26.25,2.666,sl,118.193932,stop_loss,31,-26.25
AAVE/USDT,S5,2025-01-30 20:00,LONG,range,n/a,TRANSITIONAL,320.26,300.070037,360.639926,401.019852,2.0,-1.0,58.8,,8.18,3.43,,,,0,1.5,26.25,1.3002,sl,300.070037,stop_loss,50,-26.25
ME/USDT,S5,2025-01-31 04:00,LONG,range,n/a,TRENDING,2.006,1.879709,2.258582,2.511164,2.0,-1.0,57.8,,11.73,3.92,,,,0,1.5,26.25,207.8533,sl,1.879709,stop_loss,29,-26.25
ZEC/USDT,S5,2025-02-07 08:00,SHORT,range,n/a,TRENDING,29.78,31.437335,26.46533,23.15066,2.0,-1.0,34.0,,14.81,4.75,,,,0,1.5,26.25,15.8387,sl,31.437335,stop_loss,5,-26.25
ICP/USDT,S3,2025-02-07 20:00,SHORT,bear,bear,TRENDING,6.72,7.082247,5.585,5.124628,2.99,-1.0,43.6,4.9,7.79,4.11,1.0,91.6,-3.184,3,1.5,26.25,72.4644,sl,7.082247,stop_loss,31,-26.25
ALT/USDT,S3,2025-02-11 13:00,SHORT,bear,bear,TRENDING,0.04849,0.052384,0.03953,0.031672,2.21,-1.0,46.8,-4.4,6.37,4.24,5.0,81.5,-4.201,0,1.5,15.0,3852.0801,sl,0.052384,stop_loss,32,-15.0
DOGE/USDT,S5,2025-02-18 08:00,SHORT,range,n/a,TRENDING,0.25063,0.272242,0.207406,0.164182,2.0,1.99,33.2,,7.22,2.75,,,,0,0.5,5.0,231.353,tp1+trail,0.207574,trail_stop,167,9.98
CHZ/USDT,S5,2025-02-18 16:00,SHORT,range,n/a,TRENDING,0.055,0.058723,0.047554,0.040108,2.0,2.02,31.4,,6.57,3.36,,,,0,1.5,15.0,4029.0089,tp1+trail,0.047469,trail_stop,160,30.17
GMT/USDT,S5,2025-02-18 16:00,SHORT,range,n/a,TRENDING,0.0649,0.068953,0.056794,0.048688,2.0,-1.0,35.7,,8.58,3.86,,,,0,1.5,26.25,6476.6839,sl,0.068953,stop_loss,19,-26.25
TAO/USDT,S5,2025-02-21 00:00,LONG,range,n/a,TRANSITIONAL,465.9,408.592519,580.514962,695.129924,2.0,-1.0,78.6,,22.12,3.74,,,,0,1.5,15.0,0.2617,sl,408.592519,stop_loss,75,-15.0
ME/USDT,S5,2025-02-24 04:00,SHORT,range,n/a,TRANSITIONAL,1.383,1.487222,1.174556,0.966112,2.0,-1.0,35.8,,9.57,3.94,,,,0,1.5,15.0,143.9235,sl,1.487222,stop_loss,11,-15.0
CHZ/USDT,S3,2025-02-26 17:00,SHORT,bear,bear,TRENDING,0.0493,0.051272,0.043646,0.037892,2.0,-1.0,44.0,-2.7,4.41,3.4,2.0,66.7,-1.113,0,1.5,15.0,7606.4909,sl,0.051272,stop_loss,12,-15.0
GMT/USDT,S3,2025-02-27 16:00,SHORT,bear,bear,TRENDING,0.061,0.063625,0.0539,0.047896,2.3,-1.0,47.4,-1.7,4.29,3.75,3.0,68.8,-1.342,3,1.5,15.0,5714.2857,sl,0.063625,stop_loss,73,-15.0
ALT/USDT,S3,2025-02-27 19:00,SHORT,bear,bear,TRENDING,0.04233,0.04379,0.03554,0.029578,2.13,-1.0,48.0,-6.9,4.38,4.27,5.0,56.8,-1.261,2,1.5,15.0,10273.9726,sl,0.04379,stop_loss,23,-15.0
DASH/USDT,S5,2025-03-04 04:00,SHORT,range,n/a,TRENDING,23.26,25.007482,19.765036,16.270072,2.0,-1.0,31.9,,10.97,4.19,,,,0,1.5,15.0,8.5838,sl,25.007482,stop_loss,43,-15.0
ENA/USDT,S3,2025-03-06 17:00,SHORT,bear,bear,TRENDING,0.3797,0.408309,0.283078,0.186356,2.0,-1.0,48.3,-6.3,3.16,6.78,4.0,90.2,-2.537,0,0.75,7.5,262.1553,sl,0.408309,stop_loss,16,-7.5
INJ/USDT,S3,2025-03-06 22:00,SHORT,bear,bear,TRENDING,11.87,12.149427,9.275552,6.931104,2.0,-1.0,43.1,-7.0,5.21,4.84,6.0,77.3,-0.306,5,1.5,15.0,53.6813,sl,12.149427,stop_loss,16,-15.0
BCH/USDT,S5,2025-03-10 00:00,SHORT,range,n/a,TRENDING,357.5,388.961749,294.576502,231.653004,2.0,0.42,39.8,,7.11,3.56,,,,0,1.5,15.0,0.4768,timeout,344.2,timeout,240,6.34
TON/USDT,S5,2025-03-10 00:00,SHORT,range,n/a,TRENDING,2.648,2.897853,2.148294,1.648588,2.0,-1.0,18.6,,8.16,3.09,,,,0,1.5,15.0,60.0353,sl,2.897853,stop_loss,114,-15.0
DASH/USDT,S5,2025-03-10 16:00,SHORT,range,n/a,TRENDING,22.36,23.426737,20.226526,18.093052,2.0,1.3,36.2,,8.87,3.19,,,,0,1.5,15.0,14.0616,tp1+trail,20.970209,trail_stop,10,24.77
DOGE/USDT,S5,2025-03-10 16:00,SHORT,range,n/a,TRENDING,0.16722,0.184865,0.13193,0.09664,2.0,0.01,29.0,,15.46,4.68,,,,0,1.5,15.0,850.0992,timeout,0.16712,timeout,240,0.09
LTC/USDT,S5,2025-03-10 16:00,SHORT,range,n/a,RANGING,92.91,101.035237,76.659526,60.409052,2.0,0.32,31.3,,11.05,4.17,,,,0,1.5,15.0,1.8461,timeout,90.31,timeout,240,4.8
DASH/USDT,S3,2025-03-13 04:00,SHORT,bear,bear,TRENDING,21.79,22.252616,19.82,17.87052,2.08,-1.0,45.4,3.5,4.35,3.35,1.0,54.2,-0.544,3,1.5,15.0,32.4243,sl,22.252616,stop_loss,8,-15.0
