symbol,strategy,entry_time,direction,trend,btc_regime,regime,entry,stop_loss,tp1,tp2,rr,actual_rr,rsi,rsi_dir,ema_spread_pct,atr_pct,pb_candles,entry_body_pct,ema21_dist_pct,entry_delay_1h,size_multiplier,risk_usd,position_size,outcome,exit_price,exit_reason,candles_held,pnl
ETH/USDT,S5,2026-01-14 04:00,LONG,range,n/a,TRANSITIONAL,3351.95,3165.712449,3724.425102,4096.900204,2.0,-1.0,80.6,,3.97,1.48,,,,0,0.25,12.5,0.0671,sl,3165.712449,stop_loss,139,-12.5
BNB/USDT,S5,2026-01-22 00:00,SHORT,range,n/a,TRANSITIONAL,883.36,900.427175,849.22565,815.0913,2.0,-1.0,34.7,,8.02,1.53,,,,0,0.25,12.5,0.7324,sl,900.427175,stop_loss,41,-12.5
LTC/USDT,S3,2026-01-23 08:00,SHORT,bear,bear,TRENDING,68.29,69.464413,64.61663,60.40326,2.0,-1.0,44.1,5.0,3.58,2.1,1.0,75.7,-0.533,3,0.5,25.0,21.2872,sl,69.464413,stop_loss,50,-25.0
NEAR/USDT,S5,2026-01-26 12:00,SHORT,range,n/a,TRANSITIONAL,1.453,1.49091,1.37718,1.30136,2.0,-1.0,37.9,,5.95,2.19,,,,0,0.5,25.0,659.4566,sl,1.49091,stop_loss,28,-25.0
CHZ/USDT,S5,2026-01-29 20:00,SHORT,range,n/a,TRENDING,0.04662,0.051664,0.036532,0.026444,2.0,1.38,28.8,,16.77,4.48,,,,0,1.5,75.0,14869.1515,tp1+trail,0.039666,trail_stop,174,126.7
ETH/USDT,S5,2026-01-30 04:00,SHORT,range,n/a,TRENDING,2741.11,2891.262367,2440.805266,2140.500532,2.0,2.86,28.2,,7.21,2.28,,,,0,0.5,25.0,0.1665,tp1+trail,2312.424735,trail_stop,38,60.69
SOL/USDT,S5,2026-01-30 04:00,SHORT,range,n/a,TRENDING,114.43,121.296697,100.696606,86.963212,2.0,2.04,25.4,,7.1,2.34,,,,0,0.5,25.0,3.6408,tp1+trail,100.410091,trail_stop,38,50.52
XRP/USDT,S5,2026-01-30 04:00,SHORT,range,n/a,TRANSITIONAL,1.7477,1.863303,1.516494,1.285288,2.0,1.48,27.9,,5.8,2.3,,,,0,0.5,25.0,216.2574,tp1+trail,1.576803,trail_stop,39,43.48
ADA/USDT,S5,2026-01-30 04:00,SHORT,range,n/a,TRANSITIONAL,0.3251,0.345312,0.284676,0.244252,2.0,2.16,28.3,,7.12,2.65,,,,0,0.5,25.0,1236.889,tp1+trail,0.281436,trail_stop,38,52.0
ATOM/USDT,S5,2026-01-30 04:00,SHORT,range,n/a,TRANSITIONAL,2.081,2.211509,1.819982,1.558964,2.0,1.44,27.7,,5.27,2.36,,,,0,0.5,25.0,191.5577,tp1+trail,1.893509,trail_stop,39,42.96
BNB/USDT,S5,2026-01-30 04:00,SHORT,range,n/a,TRANSITIONAL,845.7,877.029462,783.041076,720.382152,2.0,2.63,30.9,,5.71,1.58,,,,0,0.25,12.5,0.399,tp1+trail,763.338924,trail_stop,38,28.93
