symbol,strategy,entry_time,direction,trend,btc_regime,regime,entry,stop_loss,tp1,tp2,rr,actual_rr,rsi,rsi_dir,ema_spread_pct,atr_pct,pb_candles,entry_body_pct,ema21_dist_pct,entry_delay_1h,size_multiplier,risk_usd,position_size,outcome,exit_price,exit_reason,candles_held,pnl
BNB/USDT,S5,2018-02-27 20:00,LONG,range,n/a,TRANSITIONAL,10.8316,9.999968,12.494864,14.158128,2.0,-1.0,66.0,,18.87,4.06,,,,0,1.5,75.0,90.1841,sl,9.999968,stop_loss,104,-75.0
BTC/USDT,S5,2018-02-28 04:00,LONG,range,n/a,RANGING,10919.9,10291.324574,12177.050852,13434.201704,2.0,-1.0,65.0,,14.56,3.15,,,,0,1.5,45.0,0.0716,sl,10291.324574,stop_loss,20,-45.0
ETH/USDT,S5,2018-02-28 04:00,LONG,range,n/a,TRANSITIONAL,886.21,852.401059,953.827882,1021.445764,2.0,-1.0,58.3,,8.93,2.67,,,,0,0.5,15.0,0.4437,sl,852.401059,stop_loss,19,-15.0
BTC/USDT,S5,2018-03-06 20:00,SHORT,range,n/a,TRANSITIONAL,10707.0,11174.215057,9772.569886,8838.139772,2.0,1.48,36.0,,6.45,2.39,,,,0,0.5,8.75,0.0187,tp1+trail,10013.925172,trail_stop,26,15.22
ETH/USDT,S5,2018-03-07 08:00,SHORT,range,n/a,TRANSITIONAL,786.0,843.268422,671.463156,556.926312,2.0,1.92,19.6,,4.62,2.04,,,,0,0.5,15.0,0.2619,tp1+trail,676.055265,trail_stop,44,29.4
BTC/USDT,S5,2018-03-08 04:00,SHORT,range,n/a,RANGING,9500.0,10319.062573,7861.874854,6223.749708,2.0,1.6,22.4,,16.77,3.81,,,,0,1.5,45.0,0.0549,tp1+trail,8193.067719,trail_stop,172,80.84
LTC/USDT,S5,2018-03-08 20:00,SHORT,range,n/a,TRANSITIONAL,176.83,191.23178,148.02644,119.22288,2.0,-1.0,29.8,,21.98,4.22,,,,0,1.5,75.0,5.2077,sl,191.23178,stop_loss,29,-75.0
LTC/USDT,S5,2018-03-14 20:00,SHORT,range,n/a,TRANSITIONAL,163.8,173.875457,143.649086,123.498172,2.0,1.59,33.9,,14.58,4.44,,,,0,1.5,45.0,4.4663,tp1+trail,147.766373,trail_stop,97,80.81
ETH/USDT,S5,2018-03-15 04:00,SHORT,range,n/a,TRENDING,580.0,677.416578,385.166844,190.333688,2.0,0.62,22.4,,10.47,4.63,,,,0,1.5,75.0,0.7699,timeout,519.5,timeout,240,46.58
BTC/USDT,S5,2018-03-26 20:00,SHORT,range,n/a,TRENDING,7910.03,8286.854564,7156.380872,6402.731744,2.0,1.6,31.7,,10.22,3.08,,,,0,1.5,75.0,0.199,tp1+trail,7306.673693,trail_stop,74,135.02
LTC/USDT,S5,2018-03-27 20:00,SHORT,range,n/a,TRENDING,138.71,148.734138,118.661724,98.613448,2.0,1.98,31.5,,19.71,4.36,,,,0,1.5,75.0,7.4819,tp1+trail,118.842416,trail_stop,57,149.32
BTC/USDT,S5,2018-03-30 00:00,SHORT,range,n/a,TRENDING,7090.14,7712.439088,5845.541824,4600.943648,2.0,0.05,25.3,,9.77,3.54,,,,0,1.5,75.0,0.1205,timeout,7060.0,timeout,240,3.63
ETH/USDT,S5,2018-03-30 00:00,SHORT,range,n/a,TRENDING,384.0,430.10224,291.79552,199.59104,2.0,-0.52,18.2,,21.06,4.74,,,,0,1.5,75.0,1.6268,timeout,407.8,timeout,240,-38.72
BNB/USDT,S5,2018-04-09 20:00,SHORT,range,n/a,TRANSITIONAL,11.6217,12.12806,10.60898,9.59626,2.0,-1.0,36.7,,5.92,3.08,,,,0,1.5,75.0,148.116,sl,12.12806,stop_loss,6,-75.0
